Stimulus,Participant,condition,semantic,RT
ma-nma.05.rtf,P26,ma-nma,1,393.4
ma-nma.05.rtf,P28,ma-nma,1,317.8
ma-nma.05.rtf,P30,ma-nma,1,621
ma-nma.05.rtf,P34,ma-nma,1,171.3
ma-nma.05.rtf,P36,ma-nma,1,185.8
ma-nma.07.rtf,P02,ma-nma,1,0
ma-nma.06.rtf,P01,ma-nma,1,1148.6
ma-nma.06.rtf,P02,ma-nma,1,264.1
ma-nma.06.rtf,P05,ma-nma,1,221.6
ma-nma.06.rtf,P06,ma-nma,1,762.9
ma-nma.06.rtf,P07,ma-nma,1,264.1
ma-nma.06.rtf,P09,ma-nma,1,181
ma-nma.06.rtf,P21,ma-nma,1,528.2
ma-nma.06.rtf,P23,ma-nma,1,1117.5
ma-nma.06.rtf,P25,ma-nma,1,152.4
ma-nma.06.rtf,P27,ma-nma,1,503.7
ma-nma.06.rtf,P29,ma-nma,1,699.2
ma-nma.06.rtf,P31,ma-nma,1,278.8
ma-nma.06.rtf,P33,ma-nma,1,268.9
ma-nma.06.rtf,P35,ma-nma,1,230
ma-nma.06.rtf,P37,ma-nma,1,1144.1
ma-nma.06.rtf,P10,ma-nma,1,464.7
ma-nma.06.rtf,P11,ma-nma,1,415.7
ma-nma.06.rtf,P13,ma-nma,1,342.3
ma-nma.06.rtf,P16,ma-nma,1,513.6
ma-nma.06.rtf,P17,ma-nma,1,401.2
ma-nma.06.rtf,P18,ma-nma,1,176.1
ma-nma.06.rtf,P20,ma-nma,1,508.3
ma-nma.06.rtf,P22,ma-nma,1,206.3
ma-nma.06.rtf,P24,ma-nma,1,589.6
ma-nma.06.rtf,P26,ma-nma,1,352.3
ma-nma.06.rtf,P28,ma-nma,1,630.9
ma-nma.06.rtf,P30,ma-nma,1,406
ma-nma.06.rtf,P32,ma-nma,1,361.9
ma-nma.06.rtf,P34,ma-nma,1,195.6
ma-nma.07.rtf,P01,ma-nma,1,845.6
ma-nma.07.rtf,P03,ma-nma,1,185.9
ma-nma.07.rtf,P04,ma-nma,1,469.4
ma-nma.07.rtf,P05,ma-nma,1,205.3
ma-nma.07.rtf,P08,ma-nma,1,302.9
ma-nma.07.rtf,P09,ma-nma,1,635.9
ma-nma.07.rtf,P19,ma-nma,1,494
ma-nma.07.rtf,P21,ma-nma,1,811.8
ma-nma.07.rtf,P25,ma-nma,1,241.4
ma-nma.07.rtf,P27,ma-nma,1,987.4
ma-nma.07.rtf,P29,ma-nma,1,1003.7
ma-nma.07.rtf,P31,ma-nma,1,376.4
ma-nma.07.rtf,P33,ma-nma,1,401
ma-nma.07.rtf,P35,ma-nma,1,860.7
ma-nma.07.rtf,P10,ma-nma,1,616.3
ma-nma.07.rtf,P11,ma-nma,1,381.4
ma-nma.07.rtf,P12,ma-nma,1,728.7
ma-nma.07.rtf,P13,ma-nma,1,195.6
ma-nma.07.rtf,P15,ma-nma,1,1012.6
ma-nma.07.rtf,P16,ma-nma,1,479.7
ma-nma.07.rtf,P17,ma-nma,1,146.7
ma-nma.07.rtf,P18,ma-nma,1,190.7
ma-nma.07.rtf,P20,ma-nma,1,899.9
ma-nma.07.rtf,P22,ma-nma,1,146
ma-nma.07.rtf,P24,ma-nma,1,790.3
ma-nma.07.rtf,P26,ma-nma,1,509.6
ma-nma.07.rtf,P28,ma-nma,1,136.9
ma-nma.07.rtf,P30,ma-nma,1,303.2
ma-nma.07.rtf,P34,ma-nma,1,127
ma-nma.07.rtf,P36,ma-nma,1,137
ma-nma.08.rtf,P01,ma-nma,1,694.6
ma-nma.08.rtf,P02,ma-nma,1,195.6
ma-nma.07.rtf,P07,ma-nma,1,0
ma-nma.08.rtf,P03,ma-nma,1,889.9
ma-nma.08.rtf,P04,ma-nma,1,229.7
ma-nma.08.rtf,P05,ma-nma,1,210.2
ma-nma.08.rtf,P06,ma-nma,1,992.8
ma-nma.08.rtf,P07,ma-nma,1,626.7
ma-nma.08.rtf,P08,ma-nma,1,523
ma-nma.08.rtf,P09,ma-nma,1,190.9
ma-nma.08.rtf,P19,ma-nma,1,528
ma-nma.08.rtf,P21,ma-nma,1,1105.2
ma-nma.08.rtf,P23,ma-nma,1,624.2
ma-nma.08.rtf,P25,ma-nma,1,584
ma-nma.08.rtf,P27,ma-nma,1,547.7
ma-nma.08.rtf,P29,ma-nma,1,915
ma-nma.08.rtf,P36,ma-nma,1,0
ma-nma.08.rtf,P31,ma-nma,1,249.8
ma-nma.08.rtf,P33,ma-nma,1,215.3
ma-nma.08.rtf,P35,ma-nma,1,161.4
ma-nma.08.rtf,P37,ma-nma,1,371.6
ma-nma.08.rtf,P10,ma-nma,1,190.8
ma-nma.08.rtf,P11,ma-nma,1,704.1
ma-nma.08.rtf,P12,ma-nma,1,371.7
ma-nma.08.rtf,P13,ma-nma,1,503.8
ma-nma.08.rtf,P16,ma-nma,1,157
ma-nma.08.rtf,P17,ma-nma,1,454.8
ma-nma.08.rtf,P18,ma-nma,1,122.2
ma-nma.08.rtf,P20,ma-nma,1,326.8
ma-nma.08.rtf,P22,ma-nma,1,231.6
ma-nma.08.rtf,P26,ma-nma,1,357.2
ma-nma.08.rtf,P28,ma-nma,1,474.3
ma-nma.08.rtf,P30,ma-nma,1,376.5
ma-nma.08.rtf,P32,ma-nma,1,542.9
ma-nma.09.rtf,P09,ma-nma,1,0
ma-nma.08.rtf,P34,ma-nma,1,136.9
ma-nma.09.rtf,P01,ma-nma,1,729.7
ma-nma.09.rtf,P02,ma-nma,1,215.2
ma-nma.09.rtf,P03,ma-nma,1,273.9
ma-nma.09.rtf,P04,ma-nma,1,577.1
ma-nma.09.rtf,P05,ma-nma,1,313
ma-nma.09.rtf,P06,ma-nma,1,1012.2
ma-nma.09.rtf,P07,ma-nma,1,132
ma-nma.09.rtf,P08,ma-nma,1,288.5
ma-nma.09.rtf,P19,ma-nma,1,924.5
ma-nma.09.rtf,P21,ma-nma,1,1016.4
ma-nma.09.rtf,P23,ma-nma,1,1137.5
ma-nma.09.rtf,P25,ma-nma,1,387.6
ma-nma.09.rtf,P29,ma-nma,1,743.5
ma-nma.09.rtf,P31,ma-nma,1,298.3
ma-nma.09.rtf,P33,ma-nma,1,244.3
ma-nma.09.rtf,P35,ma-nma,1,895
ma-nma.09.rtf,P37,ma-nma,1,723.8
ma-nma.09.rtf,P17,ma-nma,1,63.6
ma-nma.09.rtf,P10,ma-nma,1,127.2
ma-nma.09.rtf,P11,ma-nma,1,518.3
ma-nma.09.rtf,P12,ma-nma,1,1026.9
ma-nma.09.rtf,P13,ma-nma,1,616.1
ma-nma.09.rtf,P15,ma-nma,1,1051.2
ma-nma.10.rtf,P07,ma-nma,1,73.4
ma-nma.09.rtf,P16,ma-nma,1,185.9
ma-nma.09.rtf,P18,ma-nma,1,225.1
ma-nma.09.rtf,P20,ma-nma,1,997.7
ma-nma.09.rtf,P22,ma-nma,1,347.4
ma-nma.09.rtf,P24,ma-nma,1,604.2
ma-nma.09.rtf,P30,ma-nma,1,831.2
ma-nma.09.rtf,P34,ma-nma,1,132.1
ma-nma.09.rtf,P36,ma-nma,1,684.8
ma-nma.10.rtf,P01,ma-nma,1,578.4
ma-nma.10.rtf,P02,ma-nma,1,1168.2
ma-nma.10.rtf,P03,ma-nma,1,342.6
ma-nma.10.rtf,P04,ma-nma,1,732.4
ma-nma.10.rtf,P05,ma-nma,1,264.1
ma-nma.10.rtf,P08,ma-nma,1,347.1
ma-nma.10.rtf,P19,ma-nma,1,596.5
ma-nma.10.rtf,P21,ma-nma,1,572.7
ma-nma.10.rtf,P09,ma-nma,1,58.7
ma-nma.10.rtf,P23,ma-nma,1,871.7
ma-nma.10.rtf,P25,ma-nma,1,468.2
ma-nma.10.rtf,P27,ma-nma,1,718.7
ma-nma.10.rtf,P29,ma-nma,1,1097.1
ma-nma.10.rtf,P31,ma-nma,1,567.4
ma-nma.10.rtf,P33,ma-nma,1,274
ma-nma.10.rtf,P35,ma-nma,1,386.1
ma-nma.10.rtf,P37,ma-nma,1,880.2
ma-nma.10.rtf,P10,ma-nma,1,435
ma-nma.10.rtf,P11,ma-nma,1,801.8
ma-nma.10.rtf,P13,ma-nma,1,318
ma-nma.10.rtf,P16,ma-nma,1,195.6
ma-nma.10.rtf,P17,ma-nma,1,635.9
ma-nma.10.rtf,P18,ma-nma,1,210.5
ma-nma.10.rtf,P20,ma-nma,1,674.4
ma-nma.10.rtf,P24,ma-nma,1,300.6
ma-nma.10.rtf,P26,ma-nma,1,719.8
ma-nma.10.rtf,P28,ma-nma,1,406
ma-nma.10.rtf,P30,ma-nma,1,513.7
ma-nma.10.rtf,P32,ma-nma,1,484.3
ma-nma.10.rtf,P34,ma-nma,1,117.4
ma-nma.11.rtf,P01,ma-nma,1,845.8
ma-nma.11.rtf,P02,ma-nma,1,171.2
ma-nma.11.rtf,P03,ma-nma,1,288.5
ma-nma.11.rtf,P04,ma-nma,1,283.5
ma-nma.11.rtf,P05,ma-nma,1,205.4
ma-nma.11.rtf,P06,ma-nma,1,141.8
ma-nma.11.rtf,P07,ma-nma,1,337.4
ma-nma.11.rtf,P08,ma-nma,1,195.5
ma-nma.11.rtf,P09,ma-nma,1,200.4
ma-nma.10.rtf,P36,ma-nma,1,0
ma-nma.11.rtf,P19,ma-nma,1,400.9
ma-nma.11.rtf,P21,ma-nma,1,836.2
ma-nma.11.rtf,P23,ma-nma,1,654.4
ma-nma.11.rtf,P25,ma-nma,1,282
ma-nma.11.rtf,P27,ma-nma,1,347.2
ma-nma.11.rtf,P29,ma-nma,1,767.8
ma-nma.11.rtf,P31,ma-nma,1,361.9
ma-nma.11.rtf,P33,ma-nma,1,259.3
ma-nma.11.rtf,P35,ma-nma,1,185.7
ma-nma.11.rtf,P37,ma-nma,1,660.1
ma-nma.11.rtf,P10,ma-nma,1,229.9
ma-nma.11.rtf,P11,ma-nma,1,562.4
ma-nma.11.rtf,P12,ma-nma,1,455
ma-nma.11.rtf,P13,ma-nma,1,371
ma-nma.11.rtf,P16,ma-nma,1,381.5
ma-nma.11.rtf,P18,ma-nma,1,151.6
ma-nma.11.rtf,P20,ma-nma,1,611.3
ma-nma.11.rtf,P22,ma-nma,1,332.2
ma-nma.11.rtf,P24,ma-nma,1,699.7
ma-nma.11.rtf,P26,ma-nma,1,449.1
ma-nma.11.rtf,P28,ma-nma,1,513.4
ma-nma.11.rtf,P30,ma-nma,1,640.4
ma-nma.11.rtf,P32,ma-nma,1,606
ma-nma.11.rtf,P34,ma-nma,1,136.9
ma-nma.12.rtf,P01,ma-nma,1,231.4
ma-nma.12.rtf,P02,ma-nma,1,210.2
ma-nma.12.rtf,P03,ma-nma,1,415.7
ma-nma.12.rtf,P04,ma-nma,1,606.3
ma-nma.12.rtf,P05,ma-nma,1,1007.7
ma-nma.12.rtf,P07,ma-nma,1,185.8
ma-nma.12.rtf,P08,ma-nma,1,1119.7
ma-nma.12.rtf,P09,ma-nma,1,273.9
ma-nma.12.rtf,P21,ma-nma,1,958.3
ma-nma.12.rtf,P23,ma-nma,1,508.9
ma-nma.12.rtf,P25,ma-nma,1,1062
ma-nma.11.rtf,P17,ma-nma,1,68.6
ma-nma.12.rtf,P27,ma-nma,1,674.9
ma-nma.12.rtf,P29,ma-nma,1,801.9
ma-nma.12.rtf,P31,ma-nma,1,151.6
ma-nma.12.rtf,P33,ma-nma,1,381.5
ma-nma.12.rtf,P35,ma-nma,1,420.8
ma-nma.12.rtf,P37,ma-nma,1,714.4
ma-nma.12.rtf,P10,ma-nma,1,557.4
ma-nma.12.rtf,P11,ma-nma,1,841.3
ma-nma.12.rtf,P12,ma-nma,1,953.8
ma-nma.12.rtf,P13,ma-nma,1,503.3
ma-nma.12.rtf,P16,ma-nma,1,156.5
ma-nma.12.rtf,P17,ma-nma,1,371.9
ma-nma.12.rtf,P18,ma-nma,1,209.8
ma-nma.12.rtf,P20,ma-nma,1,679.7
ma-nma.11.rtf,P36,ma-nma,1,0
ma-nma.12.rtf,P22,ma-nma,1,488.3
ma-nma.12.rtf,P24,ma-nma,1,327.1
ma-nma.12.rtf,P26,ma-nma,1,1182.8
ma-nma.12.rtf,P28,ma-nma,1,83.1
ma-nma.12.rtf,P30,ma-nma,1,978.1
ma-nma.12.rtf,P34,ma-nma,1,244.6
ma-nma.12.rtf,P36,ma-nma,1,220
nma-ma.01.rtf,P01,nma-ma,2,549.2
nma-ma.01.rtf,P02,nma-ma,2,395.6
nma-ma.01.rtf,P03,nma-ma,2,708.1
nma-ma.01.rtf,P04,nma-ma,2,274.6
nma-ma.01.rtf,P05,nma-ma,2,797
nma-ma.01.rtf,P07,nma-ma,2,259.1
nma-ma.01.rtf,P08,nma-ma,2,664.1
nma-ma.01.rtf,P09,nma-ma,2,454.9
nma-ma.01.rtf,P19,nma-ma,2,450.1
nma-ma.01.rtf,P21,nma-ma,2,880.4
nma-ma.01.rtf,P23,nma-ma,2,1102.6
nma-ma.01.rtf,P25,nma-ma,2,497.7
nma-ma.02.rtf,P17,nma-ma,2,0
nma-ma.01.rtf,P27,nma-ma,2,141.8
nma-ma.01.rtf,P29,nma-ma,2,552.8
nma-ma.01.rtf,P31,nma-ma,2,890.4
nma-ma.01.rtf,P33,nma-ma,2,337.4
nma-ma.01.rtf,P35,nma-ma,2,385.9
nma-ma.01.rtf,P37,nma-ma,2,733
nma-ma.01.rtf,P10,nma-ma,2,406
nma-ma.01.rtf,P11,nma-ma,2,488.9
nma-ma.01.rtf,P12,nma-ma,2,538
nma-ma.01.rtf,P13,nma-ma,2,650.6
nma-ma.01.rtf,P14,nma-ma,2,626.1
nma-ma.01.rtf,P16,nma-ma,2,762.9
nma-ma.01.rtf,P17,nma-ma,2,195.2
nma-ma.01.rtf,P18,nma-ma,2,568.4
nma-ma.01.rtf,P20,nma-ma,2,547.7
nma-ma.01.rtf,P22,nma-ma,2,498.5
nma-ma.01.rtf,P24,nma-ma,2,1047.5
nma-ma.03.rtf,P35,nma-ma,2,0
nma-ma.01.rtf,P26,nma-ma,2,447.9
nma-ma.01.rtf,P28,nma-ma,2,342.2
nma-ma.01.rtf,P30,nma-ma,2,537.8
nma-ma.01.rtf,P34,nma-ma,2,425.6
nma-ma.01.rtf,P36,nma-ma,2,136.9
nma-ma.02.rtf,P01,nma-ma,2,886.8
nma-ma.02.rtf,P02,nma-ma,2,161.4
nma-ma.02.rtf,P03,nma-ma,2,420.5
nma-ma.02.rtf,P04,nma-ma,2,171.2
nma-ma.02.rtf,P05,nma-ma,2,366.7
nma-ma.02.rtf,P06,nma-ma,2,396
nma-ma.02.rtf,P07,nma-ma,2,176.2
nma-ma.02.rtf,P08,nma-ma,2,449.8
nma-ma.02.rtf,P09,nma-ma,2,171.1
nma-ma.02.rtf,P19,nma-ma,2,93
nma-ma.02.rtf,P21,nma-ma,2,782.5
nma-ma.02.rtf,P23,nma-ma,2,437.7
nma-ma.02.rtf,P25,nma-ma,2,206.3
nma-ma.02.rtf,P27,nma-ma,2,454.9
nma-ma.02.rtf,P29,nma-ma,2,337.4
nma-ma.02.rtf,P31,nma-ma,2,258.2
nma-ma.02.rtf,P33,nma-ma,2,225
nma-ma.02.rtf,P35,nma-ma,2,611.5
nma-ma.02.rtf,P37,nma-ma,2,254.5
nma-ma.02.rtf,P10,nma-ma,2,225
nma-ma.02.rtf,P11,nma-ma,2,919.3
nma-ma.02.rtf,P12,nma-ma,2,269
nma-ma.02.rtf,P13,nma-ma,2,660.2
nma-ma.02.rtf,P14,nma-ma,2,513.4
nma-ma.02.rtf,P15,nma-ma,2,1048.8
nma-ma.02.rtf,P16,nma-ma,2,190.8
nma-ma.02.rtf,P18,nma-ma,2,396.1
nma-ma.02.rtf,P20,nma-ma,2,606.5
nma-ma.02.rtf,P22,nma-ma,2,447.6
nma-ma.02.rtf,P24,nma-ma,2,624.1
nma-ma.02.rtf,P26,nma-ma,2,427.9
nma-ma.02.rtf,P30,nma-ma,2,934.6
nma-ma.02.rtf,P32,nma-ma,2,484.1
nma-ma.02.rtf,P34,nma-ma,2,190.7
nma-ma.02.rtf,P36,nma-ma,2,137
nma-ma.03.rtf,P01,nma-ma,2,710
nma-ma.03.rtf,P02,nma-ma,2,586.9
nma-ma.03.rtf,P03,nma-ma,2,141.6
nma-ma.03.rtf,P04,nma-ma,2,464.4
nma-ma.03.rtf,P05,nma-ma,2,141.7
nma-ma.03.rtf,P06,nma-ma,2,899.8
nma-ma.03.rtf,P07,nma-ma,2,420.5
nma-ma.03.rtf,P08,nma-ma,2,391.4
nma-ma.03.rtf,P09,nma-ma,2,185.8
nma-ma.03.rtf,P19,nma-ma,2,313
nma-ma.03.rtf,P21,nma-ma,2,1070.8
nma-ma.03.rtf,P23,nma-ma,2,1107.5
nma-ma.03.rtf,P25,nma-ma,2,172.3
nma-ma.03.rtf,P27,nma-ma,2,259.3
nma-ma.03.rtf,P29,nma-ma,2,572
nma-ma.03.rtf,P31,nma-ma,2,435.7
nma-ma.03.rtf,P33,nma-ma,2,332.5
nma-ma.03.rtf,P37,nma-ma,2,591.7
nma-ma.03.rtf,P10,nma-ma,2,518.4
nma-ma.03.rtf,P11,nma-ma,2,391.1
nma-ma.03.rtf,P13,nma-ma,2,597
nma-ma.03.rtf,P14,nma-ma,2,552.5
nma-ma.03.rtf,P16,nma-ma,2,151.6
nma-ma.03.rtf,P17,nma-ma,2,220
nma-ma.03.rtf,P20,nma-ma,2,396
nma-ma.03.rtf,P22,nma-ma,2,497.8
nma-ma.03.rtf,P24,nma-ma,2,327.2
nma-ma.03.rtf,P26,nma-ma,2,774.9
nma-ma.03.rtf,P30,nma-ma,2,841.1
nma-ma.03.rtf,P32,nma-ma,2,1129.5
nma-ma.03.rtf,P34,nma-ma,2,176
nma-ma.03.rtf,P36,nma-ma,2,190.8
nma-ma.04.rtf,P01,nma-ma,2,1047.4
nma-ma.04.rtf,P02,nma-ma,2,953.8
nma-ma.04.rtf,P05,nma-ma,2,1128.7
nma-ma.04.rtf,P06,nma-ma,2,478.1
nma-ma.04.rtf,P07,nma-ma,2,259.2
nma-ma.04.rtf,P08,nma-ma,2,626.1
nma-ma.04.rtf,P09,nma-ma,2,694.5
nma-ma.04.rtf,P19,nma-ma,2,938.2
nma-ma.04.rtf,P21,nma-ma,2,948.7
nma-ma.04.rtf,P27,nma-ma,2,518.7
nma-ma.04.rtf,P29,nma-ma,2,283.5
nma-ma.04.rtf,P31,nma-ma,2,571.7
nma-ma.04.rtf,P33,nma-ma,2,273.8
nma-ma.04.rtf,P35,nma-ma,2,303.3
nma-ma.04.rtf,P37,nma-ma,2,1036.7
nma-ma.04.rtf,P10,nma-ma,2,352.2
nma-ma.04.rtf,P11,nma-ma,2,665.9
nma-ma.04.rtf,P12,nma-ma,2,454.8
nma-ma.04.rtf,P13,nma-ma,2,811.9
nma-ma.04.rtf,P14,nma-ma,2,347.2
nma-ma.04.rtf,P15,nma-ma,2,630.9
nma-ma.04.rtf,P16,nma-ma,2,934.2
nma-ma.04.rtf,P17,nma-ma,2,102.7
nma-ma.04.rtf,P18,nma-ma,2,812.1
nma-ma.04.rtf,P20,nma-ma,2,689.4
nma-ma.04.rtf,P22,nma-ma,2,885.8
nma-ma.04.rtf,P24,nma-ma,2,473.4
nma-ma.04.rtf,P26,nma-ma,2,1036.5
nma-ma.04.rtf,P30,nma-ma,2,151.6
nma-ma.04.rtf,P32,nma-ma,2,738.9
nma-ma.04.rtf,P36,nma-ma,2,376.6
nma-ma.05.rtf,P01,nma-ma,2,961.9
nma-ma.05.rtf,P02,nma-ma,2,352.1
nma-ma.05.rtf,P03,nma-ma,2,166.5
nma-ma.05.rtf,P04,nma-ma,2,268.5
nma-ma.05.rtf,P05,nma-ma,2,484
nma-ma.05.rtf,P06,nma-ma,2,210.2
nma-ma.05.rtf,P07,nma-ma,2,161.4
nma-ma.05.rtf,P08,nma-ma,2,273.8
nma-ma.05.rtf,P09,nma-ma,2,156.5
nma-ma.05.rtf,P21,nma-ma,2,498
nma-ma.05.rtf,P25,nma-ma,2,271.8
nma-ma.05.rtf,P29,nma-ma,2,337.7
nma-ma.05.rtf,P31,nma-ma,2,317.8
nma-ma.05.rtf,P33,nma-ma,2,464.8
nma-ma.05.rtf,P35,nma-ma,2,601.9
nma-ma.05.rtf,P37,nma-ma,2,293.5
nma-ma.05.rtf,P10,nma-ma,2,1050
nma-ma.05.rtf,P12,nma-ma,2,440.2
nma-ma.05.rtf,P13,nma-ma,2,606.6
nma-ma.05.rtf,P16,nma-ma,2,571.8
nma-ma.05.rtf,P17,nma-ma,2,488.8
nma-ma.05.rtf,P18,nma-ma,2,239.7
nma-ma.05.rtf,P20,nma-ma,2,958.4
nma-ma.05.rtf,P24,nma-ma,2,714.8
nma-ma.05.rtf,P26,nma-ma,2,891.2
nma-ma.05.rtf,P28,nma-ma,2,699.3
nma-ma.05.rtf,P34,nma-ma,2,215.2
nma-ma.05.rtf,P36,nma-ma,2,660.1
nma-ma.06.rtf,P01,nma-ma,2,372.6
nma-ma.06.rtf,P02,nma-ma,2,137
nma-ma.06.rtf,P03,nma-ma,2,127.2
nma-ma.06.rtf,P04,nma-ma,2,269
nma-ma.06.rtf,P05,nma-ma,2,259
nma-ma.06.rtf,P06,nma-ma,2,293.4
nma-ma.06.rtf,P07,nma-ma,2,136.9
nma-ma.06.rtf,P08,nma-ma,2,494
nma-ma.06.rtf,P09,nma-ma,2,234.8
nma-ma.06.rtf,P19,nma-ma,2,469.6
nma-ma.06.rtf,P21,nma-ma,2,513.5
nma-ma.06.rtf,P23,nma-ma,2,881.2
nma-ma.06.rtf,P25,nma-ma,2,297
nma-ma.03.rtf,P18,nma-ma,2,0
nma-ma.06.rtf,P27,nma-ma,2,410.8
nma-ma.06.rtf,P29,nma-ma,2,454.2
nma-ma.06.rtf,P33,nma-ma,2,283.6
nma-ma.06.rtf,P35,nma-ma,2,122.3
nma-ma.06.rtf,P37,nma-ma,2,591.6
nma-ma.06.rtf,P10,nma-ma,2,127
nma-ma.06.rtf,P11,nma-ma,2,347.4
nma-ma.06.rtf,P12,nma-ma,2,362
nma-ma.06.rtf,P13,nma-ma,2,172.5
nma-ma.06.rtf,P14,nma-ma,2,562.4
nma-ma.06.rtf,P15,nma-ma,2,1046.5
nma-ma.06.rtf,P16,nma-ma,2,161.4
nma-ma.06.rtf,P17,nma-ma,2,410.8
nma-ma.06.rtf,P18,nma-ma,2,215
nma-ma.06.rtf,P22,nma-ma,2,639.2
nma-ma.06.rtf,P24,nma-ma,2,306.9
nma-ma.06.rtf,P26,nma-ma,2,236.6
nma-ma.06.rtf,P28,nma-ma,2,430.1
nma-ma.06.rtf,P30,nma-ma,2,655.1
nma-ma.06.rtf,P32,nma-ma,2,264
nma-ma.06.rtf,P34,nma-ma,2,185.8
nma-ma.06.rtf,P36,nma-ma,2,156.5
nma-ma.07.rtf,P01,nma-ma,2,649.4
nma-ma.07.rtf,P02,nma-ma,2,753.3
nma-ma.07.rtf,P04,nma-ma,2,190.8
nma-ma.07.rtf,P05,nma-ma,2,219.9
nma-ma.07.rtf,P06,nma-ma,2,772.5
nma-ma.07.rtf,P07,nma-ma,2,180.9
nma-ma.07.rtf,P08,nma-ma,2,1168.8
nma-ma.07.rtf,P09,nma-ma,2,367.1
nma-ma.07.rtf,P19,nma-ma,2,322.8
nma-ma.07.rtf,P21,nma-ma,2,352.1
nma-ma.07.rtf,P23,nma-ma,2,1162.7
nma-ma.07.rtf,P25,nma-ma,2,488
nma-ma.03.rtf,P28,nma-ma,2,63.6
nma-ma.07.rtf,P27,nma-ma,2,278.7
nma-ma.07.rtf,P29,nma-ma,2,469.4
nma-ma.07.rtf,P31,nma-ma,2,180.9
nma-ma.07.rtf,P33,nma-ma,2,278.8
nma-ma.07.rtf,P35,nma-ma,2,303.5
nma-ma.07.rtf,P37,nma-ma,2,193.9
nma-ma.07.rtf,P10,nma-ma,2,166.3
nma-ma.07.rtf,P11,nma-ma,2,405.7
nma-ma.04.rtf,P03,nma-ma,2,73.2
nma-ma.07.rtf,P13,nma-ma,2,635.7
nma-ma.07.rtf,P16,nma-ma,2,166.4
nma-ma.07.rtf,P17,nma-ma,2,156.3
nma-ma.07.rtf,P18,nma-ma,2,122.2
nma-ma.07.rtf,P20,nma-ma,2,249.4
nma-ma.07.rtf,P22,nma-ma,2,744.8
nma-ma.07.rtf,P24,nma-ma,2,317.2
nma-ma.07.rtf,P26,nma-ma,2,1077.4
nma-ma.07.rtf,P28,nma-ma,2,83.2
nma-ma.07.rtf,P30,nma-ma,2,493.8
nma-ma.07.rtf,P34,nma-ma,2,156.4
nma-ma.07.rtf,P36,nma-ma,2,166.4
nma-ma.08.rtf,P01,nma-ma,2,1132.5
nma-ma.08.rtf,P03,nma-ma,2,405.8
nma-ma.08.rtf,P04,nma-ma,2,351.9
nma-ma.08.rtf,P05,nma-ma,2,293.2
nma-ma.08.rtf,P06,nma-ma,2,449.9
nma-ma.08.rtf,P07,nma-ma,2,693.9
nma-ma.08.rtf,P08,nma-ma,2,508.6
nma-ma.08.rtf,P09,nma-ma,2,1080.7
nma-ma.08.rtf,P19,nma-ma,2,371.6
nma-ma.08.rtf,P21,nma-ma,2,1173.7
nma-ma.04.rtf,P04,nma-ma,2,0
nma-ma.08.rtf,P23,nma-ma,2,337.6
nma-ma.08.rtf,P25,nma-ma,2,463
nma-ma.04.rtf,P28,nma-ma,2,0
nma-ma.08.rtf,P29,nma-ma,2,542.8
nma-ma.08.rtf,P31,nma-ma,2,479.2
nma-ma.08.rtf,P33,nma-ma,2,968.1
nma-ma.08.rtf,P35,nma-ma,2,880.5
nma-ma.08.rtf,P37,nma-ma,2,880.2
nma-ma.08.rtf,P10,nma-ma,2,518.8
nma-ma.08.rtf,P11,nma-ma,2,308.1
nma-ma.08.rtf,P12,nma-ma,2,596.5
nma-ma.08.rtf,P13,nma-ma,2,288.5
nma-ma.08.rtf,P15,nma-ma,2,978.4
nma-ma.08.rtf,P16,nma-ma,2,239.6
nma-ma.08.rtf,P18,nma-ma,2,670
nma-ma.08.rtf,P20,nma-ma,2,777
nma-ma.08.rtf,P22,nma-ma,2,607.9
nma-ma.08.rtf,P24,nma-ma,2,488.3
nma-ma.08.rtf,P26,nma-ma,2,760.1
nma-ma.08.rtf,P28,nma-ma,2,293.3
nma-ma.08.rtf,P30,nma-ma,2,1015.9
nma-ma.08.rtf,P34,nma-ma,2,210.1
nma-ma.08.rtf,P36,nma-ma,2,166.4
nma-ma.09.rtf,P01,nma-ma,2,413
nma-ma.09.rtf,P02,nma-ma,2,410.7
nma-ma.09.rtf,P03,nma-ma,2,239.5
nma-ma.09.rtf,P04,nma-ma,2,273.8
nma-ma.09.rtf,P05,nma-ma,2,522.8
nma-ma.09.rtf,P06,nma-ma,2,381.4
nma-ma.09.rtf,P07,nma-ma,2,103.9
nma-ma.09.rtf,P08,nma-ma,2,328
nma-ma.09.rtf,P09,nma-ma,2,312.9
nma-ma.09.rtf,P19,nma-ma,2,303.3
nma-ma.09.rtf,P21,nma-ma,2,1144.3
nma-ma.09.rtf,P23,nma-ma,2,971.7
nma-ma.09.rtf,P25,nma-ma,2,181.3
nma-ma.09.rtf,P27,nma-ma,2,151.7
nma-ma.09.rtf,P29,nma-ma,2,381.4
nma-ma.09.rtf,P31,nma-ma,2,654.1
nma-ma.09.rtf,P33,nma-ma,2,435.2
nma-ma.09.rtf,P35,nma-ma,2,224.9
nma-ma.09.rtf,P37,nma-ma,2,293.9
nma-ma.09.rtf,P10,nma-ma,2,298.2
nma-ma.09.rtf,P11,nma-ma,2,415.5
nma-ma.09.rtf,P12,nma-ma,2,518.4
nma-ma.09.rtf,P13,nma-ma,2,503.6
nma-ma.09.rtf,P14,nma-ma,2,909.6
