Participant,Stimulus,condition,semantic,RT
P31,ma-nma.05.rtf,ma-nma,1,342
P33,ma-nma.05.rtf,ma-nma,1,0
P34,ma-nma.05.rtf,ma-nma,1,0
P35,ma-nma.05.rtf,ma-nma,1,391
P36,ma-nma.05.rtf,ma-nma,1,0
P37,ma-nma.05.rtf,ma-nma,1,327
P01,ma-nma.06.rtf,ma-nma,1,996
P02,ma-nma.06.rtf,ma-nma,1,0
P03,ma-nma.06.rtf,ma-nma,1,905
P04,ma-nma.06.rtf,ma-nma,1,0
P05,ma-nma.06.rtf,ma-nma,1,0
P06,ma-nma.06.rtf,ma-nma,1,347
P07,ma-nma.06.rtf,ma-nma,1,127
P09,ma-nma.06.rtf,ma-nma,1,0
P10,ma-nma.06.rtf,ma-nma,1,357
P11,ma-nma.06.rtf,ma-nma,1,195
P12,ma-nma.06.rtf,ma-nma,1,1193
P13,ma-nma.06.rtf,ma-nma,1,205
P16,ma-nma.06.rtf,ma-nma,1,166
P17,ma-nma.06.rtf,ma-nma,1,313
P18,ma-nma.06.rtf,ma-nma,1,0
P20,ma-nma.06.rtf,ma-nma,1,0
P21,ma-nma.06.rtf,ma-nma,1,229
P22,ma-nma.06.rtf,ma-nma,1,0
P23,ma-nma.06.rtf,ma-nma,1,740
P24,ma-nma.06.rtf,ma-nma,1,473
P25,ma-nma.06.rtf,ma-nma,1,0
P26,ma-nma.06.rtf,ma-nma,1,201
P27,ma-nma.06.rtf,ma-nma,1,401
P28,ma-nma.06.rtf,ma-nma,1,533
P29,ma-nma.06.rtf,ma-nma,1,581
P30,ma-nma.06.rtf,ma-nma,1,273
P31,ma-nma.06.rtf,ma-nma,1,0
P32,ma-nma.06.rtf,ma-nma,1,0
P33,ma-nma.06.rtf,ma-nma,1,0
P34,ma-nma.06.rtf,ma-nma,1,0
P35,ma-nma.06.rtf,ma-nma,1,0
P36,ma-nma.06.rtf,ma-nma,1,0
P37,ma-nma.06.rtf,ma-nma,1,831
P01,ma-nma.07.rtf,ma-nma,1,629
P02,ma-nma.07.rtf,ma-nma,1,0
P03,ma-nma.07.rtf,ma-nma,1,127
P04,ma-nma.07.rtf,ma-nma,1,239
P05,ma-nma.07.rtf,ma-nma,1,0
P06,ma-nma.07.rtf,ma-nma,1,957
P07,ma-nma.07.rtf,ma-nma,1,0
P08,ma-nma.07.rtf,ma-nma,1,0
P09,ma-nma.07.rtf,ma-nma,1,229
P10,ma-nma.07.rtf,ma-nma,1,234
P11,ma-nma.07.rtf,ma-nma,1,0
P12,ma-nma.07.rtf,ma-nma,1,396
P13,ma-nma.07.rtf,ma-nma,1,0
P14,ma-nma.07.rtf,ma-nma,1,1036
P15,ma-nma.07.rtf,ma-nma,1,518
P16,ma-nma.07.rtf,ma-nma,1,0
P17,ma-nma.07.rtf,ma-nma,1,0
P18,ma-nma.07.rtf,ma-nma,1,0
P19,ma-nma.07.rtf,ma-nma,1,381
P20,ma-nma.07.rtf,ma-nma,1,352
P21,ma-nma.07.rtf,ma-nma,1,625
P22,ma-nma.07.rtf,ma-nma,1,0
P23,ma-nma.07.rtf,ma-nma,1,967
P24,ma-nma.07.rtf,ma-nma,1,0
P25,ma-nma.07.rtf,ma-nma,1,100
P26,ma-nma.07.rtf,ma-nma,1,373
P27,ma-nma.07.rtf,ma-nma,1,425
P28,ma-nma.07.rtf,ma-nma,1,83
P29,ma-nma.07.rtf,ma-nma,1,847
P30,ma-nma.07.rtf,ma-nma,1,102
P31,ma-nma.07.rtf,ma-nma,1,220
P32,ma-nma.07.rtf,ma-nma,1,1154
P33,ma-nma.07.rtf,ma-nma,1,0
P34,ma-nma.07.rtf,ma-nma,1,0
P35,ma-nma.07.rtf,ma-nma,1,679
P36,ma-nma.07.rtf,ma-nma,1,0
P01,ma-nma.08.rtf,ma-nma,1,332
P02,ma-nma.08.rtf,ma-nma,1,0
P03,ma-nma.08.rtf,ma-nma,1,831
P04,ma-nma.08.rtf,ma-nma,1,58
P05,ma-nma.08.rtf,ma-nma,1,0
P06,ma-nma.08.rtf,ma-nma,1,748
P07,ma-nma.08.rtf,ma-nma,1,440
P08,ma-nma.08.rtf,ma-nma,1,366
P09,ma-nma.08.rtf,ma-nma,1,0
P10,ma-nma.08.rtf,ma-nma,1,0
P11,ma-nma.08.rtf,ma-nma,1,0
P12,ma-nma.08.rtf,ma-nma,1,0
P13,ma-nma.08.rtf,ma-nma,1,0
P16,ma-nma.08.rtf,ma-nma,1,0
P17,ma-nma.08.rtf,ma-nma,1,269
P18,ma-nma.08.rtf,ma-nma,1,0
P19,ma-nma.08.rtf,ma-nma,1,400
P20,ma-nma.08.rtf,ma-nma,1,0
P21,ma-nma.08.rtf,ma-nma,1,704
P22,ma-nma.08.rtf,ma-nma,1,0
P23,ma-nma.08.rtf,ma-nma,1,266
P24,ma-nma.08.rtf,ma-nma,1,936
P25,ma-nma.08.rtf,ma-nma,1,442
P26,ma-nma.08.rtf,ma-nma,1,91
P27,ma-nma.08.rtf,ma-nma,1,229
P28,ma-nma.08.rtf,ma-nma,1,200
P29,ma-nma.08.rtf,ma-nma,1,626
P30,ma-nma.08.rtf,ma-nma,1,0
P31,ma-nma.08.rtf,ma-nma,1,59
P32,ma-nma.08.rtf,ma-nma,1,254
P33,ma-nma.08.rtf,ma-nma,1,0
P34,ma-nma.08.rtf,ma-nma,1,0
P35,ma-nma.08.rtf,ma-nma,1,0
P36,ma-nma.08.rtf,ma-nma,1,0
P37,ma-nma.08.rtf,ma-nma,1,229
P01,ma-nma.09.rtf,ma-nma,1,241
P02,ma-nma.09.rtf,ma-nma,1,0
P03,ma-nma.09.rtf,ma-nma,1,117
P04,ma-nma.09.rtf,ma-nma,1,376
P05,ma-nma.09.rtf,ma-nma,1,0
P06,ma-nma.09.rtf,ma-nma,1,523
P07,ma-nma.09.rtf,ma-nma,1,0
P08,ma-nma.09.rtf,ma-nma,1,0
P09,ma-nma.09.rtf,ma-nma,1,0
P10,ma-nma.09.rtf,ma-nma,1,0
P11,ma-nma.09.rtf,ma-nma,1,0
P12,ma-nma.09.rtf,ma-nma,1,885
P13,ma-nma.09.rtf,ma-nma,1,396
P14,ma-nma.09.rtf,ma-nma,1,1193
P15,ma-nma.09.rtf,ma-nma,1,846
P16,ma-nma.09.rtf,ma-nma,1,0
P17,ma-nma.09.rtf,ma-nma,1,0
P18,ma-nma.09.rtf,ma-nma,1,0
P19,ma-nma.09.rtf,ma-nma,1,689
P20,ma-nma.09.rtf,ma-nma,1,870
P21,ma-nma.09.rtf,ma-nma,1,537
P22,ma-nma.09.rtf,ma-nma,1,125
P23,ma-nma.09.rtf,ma-nma,1,694
P24,ma-nma.09.rtf,ma-nma,1,0
P25,ma-nma.09.rtf,ma-nma,1,0
P26,ma-nma.09.rtf,ma-nma,1,700
P27,ma-nma.09.rtf,ma-nma,1,939
P29,ma-nma.09.rtf,ma-nma,1,288
P30,ma-nma.09.rtf,ma-nma,1,660
P31,ma-nma.09.rtf,ma-nma,1,0
P33,ma-nma.09.rtf,ma-nma,1,0
P34,ma-nma.09.rtf,ma-nma,1,0
P35,ma-nma.09.rtf,ma-nma,1,278
P36,ma-nma.09.rtf,ma-nma,1,523
P37,ma-nma.09.rtf,ma-nma,1,464
P01,ma-nma.10.rtf,ma-nma,1,261
P02,ma-nma.10.rtf,ma-nma,1,1104
P03,ma-nma.10.rtf,ma-nma,1,210
P04,ma-nma.10.rtf,ma-nma,1,536
P05,ma-nma.10.rtf,ma-nma,1,0
P06,ma-nma.10.rtf,ma-nma,1,1183
P07,ma-nma.10.rtf,ma-nma,1,0
P08,ma-nma.10.rtf,ma-nma,1,0
P09,ma-nma.10.rtf,ma-nma,1,0
P10,ma-nma.10.rtf,ma-nma,1,298
P11,ma-nma.10.rtf,ma-nma,1,215
P13,ma-nma.10.rtf,ma-nma,1,0
P16,ma-nma.10.rtf,ma-nma,1,0
P17,ma-nma.10.rtf,ma-nma,1,376
P18,ma-nma.10.rtf,ma-nma,1,0
P19,ma-nma.10.rtf,ma-nma,1,440
P20,ma-nma.10.rtf,ma-nma,1,214
P21,ma-nma.10.rtf,ma-nma,1,0
P23,ma-nma.10.rtf,ma-nma,1,443
P24,ma-nma.10.rtf,ma-nma,1,159
P25,ma-nma.10.rtf,ma-nma,1,292
P26,ma-nma.10.rtf,ma-nma,1,513
P27,ma-nma.10.rtf,ma-nma,1,0
P28,ma-nma.10.rtf,ma-nma,1,313
P29,ma-nma.10.rtf,ma-nma,1,965
P30,ma-nma.10.rtf,ma-nma,1,430
P31,ma-nma.10.rtf,ma-nma,1,283
P32,ma-nma.10.rtf,ma-nma,1,332
P33,ma-nma.10.rtf,ma-nma,1,0
P34,ma-nma.10.rtf,ma-nma,1,0
P35,ma-nma.10.rtf,ma-nma,1,298
P36,ma-nma.10.rtf,ma-nma,1,0
P37,ma-nma.10.rtf,ma-nma,1,660
P01,ma-nma.11.rtf,ma-nma,1,548
P02,ma-nma.11.rtf,ma-nma,1,0
P03,ma-nma.11.rtf,ma-nma,1,234
P04,ma-nma.11.rtf,ma-nma,1,83
P05,ma-nma.11.rtf,ma-nma,1,0
P06,ma-nma.11.rtf,ma-nma,1,0
P07,ma-nma.11.rtf,ma-nma,1,0
P08,ma-nma.11.rtf,ma-nma,1,0
P09,ma-nma.11.rtf,ma-nma,1,0
P10,ma-nma.11.rtf,ma-nma,1,0
P11,ma-nma.11.rtf,ma-nma,1,127
P12,ma-nma.11.rtf,ma-nma,1,181
P13,ma-nma.11.rtf,ma-nma,1,0
P16,ma-nma.11.rtf,ma-nma,1,0
P17,ma-nma.11.rtf,ma-nma,1,0
P18,ma-nma.11.rtf,ma-nma,1,0
P19,ma-nma.11.rtf,ma-nma,1,229
P20,ma-nma.11.rtf,ma-nma,1,229
P21,ma-nma.11.rtf,ma-nma,1,356
P22,ma-nma.11.rtf,ma-nma,1,0
P23,ma-nma.11.rtf,ma-nma,1,166
P24,ma-nma.11.rtf,ma-nma,1,201
P25,ma-nma.11.rtf,ma-nma,1,105
P26,ma-nma.11.rtf,ma-nma,1,211
P27,ma-nma.11.rtf,ma-nma,1,200
P28,ma-nma.11.rtf,ma-nma,1,327
P29,ma-nma.11.rtf,ma-nma,1,469
P30,ma-nma.11.rtf,ma-nma,1,444
P31,ma-nma.11.rtf,ma-nma,1,259
P32,ma-nma.11.rtf,ma-nma,1,0
P33,ma-nma.11.rtf,ma-nma,1,0
P34,ma-nma.11.rtf,ma-nma,1,0
P35,ma-nma.11.rtf,ma-nma,1,68
P36,ma-nma.11.rtf,ma-nma,1,0
P37,ma-nma.11.rtf,ma-nma,1,469
P01,ma-nma.12.rtf,ma-nma,1,0
P02,ma-nma.12.rtf,ma-nma,1,156
P03,ma-nma.12.rtf,ma-nma,1,0
P04,ma-nma.12.rtf,ma-nma,1,224
P05,ma-nma.12.rtf,ma-nma,1,606
P06,ma-nma.12.rtf,ma-nma,1,1070
P07,ma-nma.12.rtf,ma-nma,1,0
P08,ma-nma.12.rtf,ma-nma,1,430
P09,ma-nma.12.rtf,ma-nma,1,117
P10,ma-nma.12.rtf,ma-nma,1,440
P11,ma-nma.12.rtf,ma-nma,1,146
P12,ma-nma.12.rtf,ma-nma,1,552
P13,ma-nma.12.rtf,ma-nma,1,337
P16,ma-nma.12.rtf,ma-nma,1,0
P17,ma-nma.12.rtf,ma-nma,1,137
P18,ma-nma.12.rtf,ma-nma,1,0
P20,ma-nma.12.rtf,ma-nma,1,337
P21,ma-nma.12.rtf,ma-nma,1,552
P22,ma-nma.12.rtf,ma-nma,1,110
P23,ma-nma.12.rtf,ma-nma,1,210
P24,ma-nma.12.rtf,ma-nma,1,201
P25,ma-nma.12.rtf,ma-nma,1,452
P26,ma-nma.12.rtf,ma-nma,1,805
P27,ma-nma.12.rtf,ma-nma,1,572
P28,ma-nma.12.rtf,ma-nma,1,0
P29,ma-nma.12.rtf,ma-nma,1,474
P30,ma-nma.12.rtf,ma-nma,1,850
P31,ma-nma.12.rtf,ma-nma,1,0
P33,ma-nma.12.rtf,ma-nma,1,0
P34,ma-nma.12.rtf,ma-nma,1,0
P35,ma-nma.12.rtf,ma-nma,1,352
P36,ma-nma.12.rtf,ma-nma,1,112
P37,ma-nma.12.rtf,ma-nma,1,577
P01,nma-ma.01.rtf,nma-ma,2,186
P02,nma-ma.01.rtf,nma-ma,2,283
P03,nma-ma.01.rtf,nma-ma,2,625
P04,nma-ma.01.rtf,nma-ma,2,142
P05,nma-ma.01.rtf,nma-ma,2,547
P06,nma-ma.01.rtf,nma-ma,2,982
P07,nma-ma.01.rtf,nma-ma,2,176
P08,nma-ma.01.rtf,nma-ma,2,361
P09,nma-ma.01.rtf,nma-ma,2,313
P10,nma-ma.01.rtf,nma-ma,2,200
P11,nma-ma.01.rtf,nma-ma,2,0
P12,nma-ma.01.rtf,nma-ma,2,190
P13,nma-ma.01.rtf,nma-ma,2,342
P14,nma-ma.01.rtf,nma-ma,2,234
P16,nma-ma.01.rtf,nma-ma,2,234
P17,nma-ma.01.rtf,nma-ma,2,0
P18,nma-ma.01.rtf,nma-ma,2,244
P19,nma-ma.01.rtf,nma-ma,2,357
P20,nma-ma.01.rtf,nma-ma,2,357
P21,nma-ma.01.rtf,nma-ma,2,425
P22,nma-ma.01.rtf,nma-ma,2,151
P23,nma-ma.01.rtf,nma-ma,2,946
P24,nma-ma.01.rtf,nma-ma,2,891
P25,nma-ma.01.rtf,nma-ma,2,341
P26,nma-ma.01.rtf,nma-ma,2,151
P27,nma-ma.01.rtf,nma-ma,2,0
P28,nma-ma.01.rtf,nma-ma,2,0
P29,nma-ma.01.rtf,nma-ma,2,459
P30,nma-ma.01.rtf,nma-ma,2,484
P31,nma-ma.01.rtf,nma-ma,2,151
P32,nma-ma.01.rtf,nma-ma,2,357
P33,nma-ma.01.rtf,nma-ma,2,0
P34,nma-ma.01.rtf,nma-ma,2,146
P35,nma-ma.01.rtf,nma-ma,2,160
P36,nma-ma.01.rtf,nma-ma,2,0
P37,nma-ma.01.rtf,nma-ma,2,439
P01,nma-ma.02.rtf,nma-ma,2,654
P02,nma-ma.02.rtf,nma-ma,2,0
P03,nma-ma.02.rtf,nma-ma,2,254
P04,nma-ma.02.rtf,nma-ma,2,0
P05,nma-ma.02.rtf,nma-ma,2,0
P06,nma-ma.02.rtf,nma-ma,2,195
P07,nma-ma.02.rtf,nma-ma,2,0
P08,nma-ma.02.rtf,nma-ma,2,0
P09,nma-ma.02.rtf,nma-ma,2,0
P10,nma-ma.02.rtf,nma-ma,2,0
P11,nma-ma.02.rtf,nma-ma,2,254
P12,nma-ma.02.rtf,nma-ma,2,0
P13,nma-ma.02.rtf,nma-ma,2,376
P14,nma-ma.02.rtf,nma-ma,2,357
P15,nma-ma.02.rtf,nma-ma,2,801
P16,nma-ma.02.rtf,nma-ma,2,0
P17,nma-ma.02.rtf,nma-ma,2,0
P18,nma-ma.02.rtf,nma-ma,2,176
P19,nma-ma.02.rtf,nma-ma,2,0
P20,nma-ma.02.rtf,nma-ma,2,464
P21,nma-ma.02.rtf,nma-ma,2,582
P22,nma-ma.02.rtf,nma-ma,2,241
P23,nma-ma.02.rtf,nma-ma,2,0
P24,nma-ma.02.rtf,nma-ma,2,437
P25,nma-ma.02.rtf,nma-ma,2,0
P26,nma-ma.02.rtf,nma-ma,2,191
P27,nma-ma.02.rtf,nma-ma,2,190
P28,nma-ma.02.rtf,nma-ma,2,949
P29,nma-ma.02.rtf,nma-ma,2,161
P30,nma-ma.02.rtf,nma-ma,2,553
P31,nma-ma.02.rtf,nma-ma,2,63
P32,nma-ma.02.rtf,nma-ma,2,0
P33,nma-ma.02.rtf,nma-ma,2,0
P34,nma-ma.02.rtf,nma-ma,2,0
P35,nma-ma.02.rtf,nma-ma,2,362
P36,nma-ma.02.rtf,nma-ma,2,0
P37,nma-ma.02.rtf,nma-ma,2,0
P01,nma-ma.03.rtf,nma-ma,2,427
P02,nma-ma.03.rtf,nma-ma,2,244
P03,nma-ma.03.rtf,nma-ma,2,0
P04,nma-ma.03.rtf,nma-ma,2,53
P05,nma-ma.03.rtf,nma-ma,2,0
P06,nma-ma.03.rtf,nma-ma,2,0
P07,nma-ma.03.rtf,nma-ma,2,0
P08,nma-ma.03.rtf,nma-ma,2,0
P09,nma-ma.03.rtf,nma-ma,2,0
P10,nma-ma.03.rtf,nma-ma,2,215
P11,nma-ma.03.rtf,nma-ma,2,215
P12,nma-ma.03.rtf,nma-ma,2,498
P13,nma-ma.03.rtf,nma-ma,2,450
P14,nma-ma.03.rtf,nma-ma,2,303
P15,nma-ma.03.rtf,nma-ma,2,1046
P16,nma-ma.03.rtf,nma-ma,2,0
P17,nma-ma.03.rtf,nma-ma,2,166
P18,nma-ma.03.rtf,nma-ma,2,0
P19,nma-ma.03.rtf,nma-ma,2,185
P20,nma-ma.03.rtf,nma-ma,2,0
P21,nma-ma.03.rtf,nma-ma,2,792
P22,nma-ma.03.rtf,nma-ma,2,150
P23,nma-ma.03.rtf,nma-ma,2,840
P24,nma-ma.03.rtf,nma-ma,2,0
P25,nma-ma.03.rtf,nma-ma,2,0
P26,nma-ma.03.rtf,nma-ma,2,457
P27,nma-ma.03.rtf,nma-ma,2,146
P28,nma-ma.03.rtf,nma-ma,2,0
P29,nma-ma.03.rtf,nma-ma,2,205
P30,nma-ma.03.rtf,nma-ma,2,596
P31,nma-ma.03.rtf,nma-ma,2,156
P32,nma-ma.03.rtf,nma-ma,2,855
P33,nma-ma.03.rtf,nma-ma,2,0
P34,nma-ma.03.rtf,nma-ma,2,0
P35,nma-ma.03.rtf,nma-ma,2,0
P36,nma-ma.03.rtf,nma-ma,2,0
P37,nma-ma.03.rtf,nma-ma,2,313
P01,nma-ma.04.rtf,nma-ma,2,871
P02,nma-ma.04.rtf,nma-ma,2,239
P03,nma-ma.04.rtf,nma-ma,2,0
P04,nma-ma.04.rtf,nma-ma,2,0
P05,nma-ma.04.rtf,nma-ma,2,572
P06,nma-ma.04.rtf,nma-ma,2,277
P07,nma-ma.04.rtf,nma-ma,2,107
P08,nma-ma.04.rtf,nma-ma,2,93
P09,nma-ma.04.rtf,nma-ma,2,0
P10,nma-ma.04.rtf,nma-ma,2,117
P11,nma-ma.04.rtf,nma-ma,2,504
P12,nma-ma.04.rtf,nma-ma,2,322
P13,nma-ma.04.rtf,nma-ma,2,474
P14,nma-ma.04.rtf,nma-ma,2,254
P15,nma-ma.04.rtf,nma-ma,2,489
P16,nma-ma.04.rtf,nma-ma,2,0
P17,nma-ma.04.rtf,nma-ma,2,0
P18,nma-ma.04.rtf,nma-ma,2,562
P19,nma-ma.04.rtf,nma-ma,2,801
P20,nma-ma.04.rtf,nma-ma,2,259
P21,nma-ma.04.rtf,nma-ma,2,572
P22,nma-ma.04.rtf,nma-ma,2,533
P24,nma-ma.04.rtf,nma-ma,2,292
P26,nma-ma.04.rtf,nma-ma,2,945
P27,nma-ma.04.rtf,nma-ma,2,210
P28,nma-ma.04.rtf,nma-ma,2,0
P29,nma-ma.04.rtf,nma-ma,2,161
P30,nma-ma.04.rtf,nma-ma,2,0
P31,nma-ma.04.rtf,nma-ma,2,342
P32,nma-ma.04.rtf,nma-ma,2,548
P33,nma-ma.04.rtf,nma-ma,2,0
P34,nma-ma.04.rtf,nma-ma,2,0
P35,nma-ma.04.rtf,nma-ma,2,53
P36,nma-ma.04.rtf,nma-ma,2,0
P37,nma-ma.04.rtf,nma-ma,2,655
P01,nma-ma.05.rtf,nma-ma,2,388
P02,nma-ma.05.rtf,nma-ma,2,0
P03,nma-ma.05.rtf,nma-ma,2,0
P04,nma-ma.05.rtf,nma-ma,2,136
P05,nma-ma.05.rtf,nma-ma,2,215
P06,nma-ma.05.rtf,nma-ma,2,0
P07,nma-ma.05.rtf,nma-ma,2,0
P08,nma-ma.05.rtf,nma-ma,2,0
P09,nma-ma.05.rtf,nma-ma,2,0
P10,nma-ma.05.rtf,nma-ma,2,890
P11,nma-ma.05.rtf,nma-ma,2,816
P12,nma-ma.05.rtf,nma-ma,2,0
P13,nma-ma.05.rtf,nma-ma,2,420
P14,nma-ma.05.rtf,nma-ma,2,1012
P16,nma-ma.05.rtf,nma-ma,2,269
P17,nma-ma.05.rtf,nma-ma,2,303
P18,nma-ma.05.rtf,nma-ma,2,0
P19,nma-ma.05.rtf,nma-ma,2,1114
P20,nma-ma.05.rtf,nma-ma,2,665
P21,nma-ma.05.rtf,nma-ma,2,248
P22,nma-ma.05.rtf,nma-ma,2,1167
P23,nma-ma.05.rtf,nma-ma,2,1016
P24,nma-ma.05.rtf,nma-ma,2,387
P25,nma-ma.05.rtf,nma-ma,2,90
P26,nma-ma.05.rtf,nma-ma,2,805
P27,nma-ma.05.rtf,nma-ma,2,0
P28,nma-ma.05.rtf,nma-ma,2,396
P29,nma-ma.05.rtf,nma-ma,2,200
P31,nma-ma.05.rtf,nma-ma,2,0
P33,nma-ma.05.rtf,nma-ma,2,0
P34,nma-ma.05.rtf,nma-ma,2,0
P35,nma-ma.05.rtf,nma-ma,2,342
P36,nma-ma.05.rtf,nma-ma,2,508
P37,nma-ma.05.rtf,nma-ma,2,73
P01,nma-ma.06.rtf,nma-ma,2,241
P02,nma-ma.06.rtf,nma-ma,2,0
P03,nma-ma.06.rtf,nma-ma,2,0
P04,nma-ma.06.rtf,nma-ma,2,0
P05,nma-ma.06.rtf,nma-ma,2,0
P06,nma-ma.06.rtf,nma-ma,2,0
P07,nma-ma.06.rtf,nma-ma,2,0
P08,nma-ma.06.rtf,nma-ma,2,210
P09,nma-ma.06.rtf,nma-ma,2,0
P10,nma-ma.06.rtf,nma-ma,2,0
P11,nma-ma.06.rtf,nma-ma,2,0
P12,nma-ma.06.rtf,nma-ma,2,259
P13,nma-ma.06.rtf,nma-ma,2,0
P14,nma-ma.06.rtf,nma-ma,2,327
P15,nma-ma.06.rtf,nma-ma,2,855
P16,nma-ma.06.rtf,nma-ma,2,0
P17,nma-ma.06.rtf,nma-ma,2,332
P18,nma-ma.06.rtf,nma-ma,2,0
P19,nma-ma.06.rtf,nma-ma,2,337
P21,nma-ma.06.rtf,nma-ma,2,283
P22,nma-ma.06.rtf,nma-ma,2,357
P23,nma-ma.06.rtf,nma-ma,2,699
P24,nma-ma.06.rtf,nma-ma,2,151
P25,nma-ma.06.rtf,nma-ma,2,141
P26,nma-ma.06.rtf,nma-ma,2,85
P27,nma-ma.06.rtf,nma-ma,2,176
P28,nma-ma.06.rtf,nma-ma,2,195
P29,nma-ma.06.rtf,nma-ma,2,336
P30,nma-ma.06.rtf,nma-ma,2,518
P31,nma-ma.06.rtf,nma-ma,2,1197
P32,nma-ma.06.rtf,nma-ma,2,0
P33,nma-ma.06.rtf,nma-ma,2,0
P34,nma-ma.06.rtf,nma-ma,2,0
P35,nma-ma.06.rtf,nma-ma,2,0
P36,nma-ma.06.rtf,nma-ma,2,0
P37,nma-ma.06.rtf,nma-ma,2,239
P01,nma-ma.07.rtf,nma-ma,2,377
P02,nma-ma.07.rtf,nma-ma,2,547
P03,nma-ma.07.rtf,nma-ma,2,0
P04,nma-ma.07.rtf,nma-ma,2,132
P05,nma-ma.07.rtf,nma-ma,2,0
P06,nma-ma.07.rtf,nma-ma,2,269
P07,nma-ma.07.rtf,nma-ma,2,0
P08,nma-ma.07.rtf,nma-ma,2,606
P09,nma-ma.07.rtf,nma-ma,2,186
P10,nma-ma.07.rtf,nma-ma,2,0
P11,nma-ma.07.rtf,nma-ma,2,239
P13,nma-ma.07.rtf,nma-ma,2,440
P15,nma-ma.07.rtf,nma-ma,2,1174
P16,nma-ma.07.rtf,nma-ma,2,0
P17,nma-ma.07.rtf,nma-ma,2,97
P18,nma-ma.07.rtf,nma-ma,2,0
P19,nma-ma.07.rtf,nma-ma,2,117
P20,nma-ma.07.rtf,nma-ma,2,161
P21,nma-ma.07.rtf,nma-ma,2,0
P22,nma-ma.07.rtf,nma-ma,2,458
P23,nma-ma.07.rtf,nma-ma,2,0
P24,nma-ma.07.rtf,nma-ma,2,171
P25,nma-ma.07.rtf,nma-ma,2,286
P26,nma-ma.07.rtf,nma-ma,2,921
P27,nma-ma.07.rtf,nma-ma,2,0
P28,nma-ma.07.rtf,nma-ma,2,0
P29,nma-ma.07.rtf,nma-ma,2,166
P30,nma-ma.07.rtf,nma-ma,2,195
P31,nma-ma.07.rtf,nma-ma,2,0
P32,nma-ma.07.rtf,nma-ma,2,1080
P33,nma-ma.07.rtf,nma-ma,2,0
P34,nma-ma.07.rtf,nma-ma,2,0
P35,nma-ma.07.rtf,nma-ma,2,0
P36,nma-ma.07.rtf,nma-ma,2,102
P37,nma-ma.07.rtf,nma-ma,2,0
P01,nma-ma.08.rtf,nma-ma,2,553
P02,nma-ma.08.rtf,nma-ma,2,0
P03,nma-ma.08.rtf,nma-ma,2,205
P04,nma-ma.08.rtf,nma-ma,2,215
P05,nma-ma.08.rtf,nma-ma,2,0
P06,nma-ma.08.rtf,nma-ma,2,0
P07,nma-ma.08.rtf,nma-ma,2,493
P08,nma-ma.08.rtf,nma-ma,2,146
P09,nma-ma.08.rtf,nma-ma,2,772
P10,nma-ma.08.rtf,nma-ma,2,298
P11,nma-ma.08.rtf,nma-ma,2,0
P12,nma-ma.08.rtf,nma-ma,2,273
P13,nma-ma.08.rtf,nma-ma,2,0
P15,nma-ma.08.rtf,nma-ma,2,694
P16,nma-ma.08.rtf,nma-ma,2,0
P17,nma-ma.08.rtf,nma-ma,2,1072
P18,nma-ma.08.rtf,nma-ma,2,229
P19,nma-ma.08.rtf,nma-ma,2,225
P20,nma-ma.08.rtf,nma-ma,2,572
P21,nma-ma.08.rtf,nma-ma,2,904
P22,nma-ma.08.rtf,nma-ma,2,0
P23,nma-ma.08.rtf,nma-ma,2,186
P24,nma-ma.08.rtf,nma-ma,2,0
P25,nma-ma.08.rtf,nma-ma,2,231
P26,nma-ma.08.rtf,nma-ma,2,533
P27,nma-ma.08.rtf,nma-ma,2,1007
P28,nma-ma.08.rtf,nma-ma,2,0
P29,nma-ma.08.rtf,nma-ma,2,269
P30,nma-ma.08.rtf,nma-ma,2,577
P31,nma-ma.08.rtf,nma-ma,2,0
P32,nma-ma.08.rtf,nma-ma,2,934
P33,nma-ma.08.rtf,nma-ma,2,225
P34,nma-ma.08.rtf,nma-ma,2,0
P35,nma-ma.08.rtf,nma-ma,2,689
P36,nma-ma.08.rtf,nma-ma,2,0
P37,nma-ma.08.rtf,nma-ma,2,625
P01,nma-ma.09.rtf,nma-ma,2,0
P02,nma-ma.09.rtf,nma-ma,2,122
P03,nma-ma.09.rtf,nma-ma,2,0
P04,nma-ma.09.rtf,nma-ma,2,0
P05,nma-ma.09.rtf,nma-ma,2,0
P06,nma-ma.09.rtf,nma-ma,2,171
P07,nma-ma.09.rtf,nma-ma,2,0
P08,nma-ma.09.rtf,nma-ma,2,0
P09,nma-ma.09.rtf,nma-ma,2,161
P10,nma-ma.09.rtf,nma-ma,2,210
P11,nma-ma.09.rtf,nma-ma,2,0
P12,nma-ma.09.rtf,nma-ma,2,166
P13,nma-ma.09.rtf,nma-ma,2,249
P14,nma-ma.09.rtf,nma-ma,2,806
P15,nma-ma.09.rtf,nma-ma,2,596
P16,nma-ma.09.rtf,nma-ma,2,0
P17,nma-ma.09.rtf,nma-ma,2,0
P18,nma-ma.09.rtf,nma-ma,2,195
P19,nma-ma.09.rtf,nma-ma,2,224
P20,nma-ma.09.rtf,nma-ma,2,322
P21,nma-ma.09.rtf,nma-ma,2,1022
P22,nma-ma.09.rtf,nma-ma,2,1017
P23,nma-ma.09.rtf,nma-ma,2,805
P24,nma-ma.09.rtf,nma-ma,2,463
P25,nma-ma.09.rtf,nma-ma,2,0
P26,nma-ma.09.rtf,nma-ma,2,483
